CheckinId,UserName,Light,Smooth,Clean,Sweet,Woody,Zippy,Strong,Hoppy,Floral,Citrus,Milk,Dark,Creamy,Mouthfeel,Soft,Boozy,Caramel,Oatmeal,Dry,Malty,Piney,Grassy,Tart,Sour,Salty,Fruity,Heat,Bitter,Coffee,Roasty,Chocolate,Juicy,Funky,Acidic,Crushable,LocationName,LocationId,BeerId,BeerName,BeerRating
598910779,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1561902,Wee Heavy,3.5
598891490,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2256861,Bourbon Barrel Aged Honey Porter,3.5
594142379,ChrisBallenger,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Whitestone Golf Club,1281385,1612289,N10 Imperial Blended Ale,4
594115823,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2635782,Extra Special Ballenger,3
592028792,ChrisBallenger,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Electric Cowboy,243097,836,Poperings Hommelbier,3.5
589192656,ChrisBallenger,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2130728,Bishop's Barrel No. 18,4.25
579766816,ChrisBallenger,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicken Express,7523749,2381562,Draped Up,4
579764565,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicken Express,7523749,2507700,Divine Reserve No. 18,3.25
579378932,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas Rangers Baseball Hall of Fame,500864,3784,Bud Light,1.25
579076979,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Studio Movie Grill,5856959,3811,Miller Lite,2
579058368,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Studio Movie Grill,5856959,880312,Fire Ant Funeral,2.5
565982616,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2454011,CranJam,3.25
565861415,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,,0,2293147,Aurelian Lure (Blend 5),4.5
562622506,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shannon Brewing Company,2025877,2256861,Bourbon Barrel Aged Honey Porter,3.5
562525107,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shannon Brewing Company,2025877,2513272,Red Russian,4.5
560665632,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shannon Brewing Company,2025877,2413389,Russian Imperial Stout (2017),4
560664103,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2504072,Lacey Blonde,2.75
560526742,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shannon Brewing Company,2025877,2505296,White IPA Batch 1,3.5
554534888,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Idlewild,5028535,13388,Smithwick's,3
554483926,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Market Bar,283450,1199,Guinness Foreign Extra Stout,5
554483113,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Market Bar,283450,1310427,Cute Hoor Red Head Ale,3
554463651,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Market Bar,283450,7120,Murphy's Irish Red,3
554012855,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Long Stone,332325,4473,Guinness Draught,3.75
553544170,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trinity City Hotel,323276,5991,Carlsberg,3.25
553211786,ChrisBallenger,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jack Duggan's Pub,384544,266065,Road 2 Ruin Double IPA,3.25
542340787,ChrisBallenger,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,19004,Samuel Adams Utopias,5
530779067,ChrisBallenger,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Midway Craft House,4334620,853242,Mocha Merlin,4
530777680,ChrisBallenger,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Midway Craft House,4334620,2022323,Underdog IPA,3
529924268,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2358056,Mór IPA,3
529911023,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2399122,Banana And Clove Chocolate Stout,4
529362790,ChrisBallenger,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Kroger Signature,521929,1562522,Xolotl,4.5
525844853,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tolar United Methodist Church,7001649,4996,Punkin Ale,3
519478253,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tafts Ale House,2722165,1026561,Culebra Cut,3.5
519471422,ChrisBallenger,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Tafts Ale House,2722165,1026563,Gavel Banger,3.5
519470890,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2157962,West Side Amber Ale,3
518846523,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Domino's Pizza,6924429,2248329,Sound And Vision With Tart Cherries,3.75
518816318,ChrisBallenger,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Electric Cowboy,243097,1645750,Buckle Bunny,4
518789859,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Electric Cowboy,243097,860134,Professor Black,4
518789267,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,9060,Hunahpu’s,5
515973600,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3784,Bud Light,2
514780069,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2227777,Crystal Wheat,3.75
514752640,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2289088,Irish Red (Nitro),3.75
514724143,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2256842,Habanero IPA,3.25
513372364,ChrisBallenger,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,286137,Black Angel,3.5
510367824,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,793015,<U+5206> <U+6843> (Fen Táo),4.25
510367672,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1607252,Grapefruit IPA 2018,3.25
510014640,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1205989,Chocolate Hazelnut Stout,3
510012683,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,805959,Off With Your Red,3.5
509924481,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2212501,El Conejo,2.75
509841501,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,332174,Wonderlust,3.5
505973816,ChrisBallenger,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,,0,2084225,Queen of the Mist (Passion Fruit),4.25
504797605,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fredericksburg Brewing Company,4030,2282849,Green Chile Carta Verde,3
504794803,ChrisBallenger,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fredericksburg Brewing Company,4030,25055,Pioneer Porter,3
504785834,ChrisBallenger,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Fredericksburg Brewing Company,4030,78492,Anniversary Ale,2.5
504778857,ChrisBallenger,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fredericksburg Brewing Company,4030,37001,Peace Pipe Pale Ale,3.5
504769113,ChrisBallenger,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fredericksburg Brewing Company,4030,10439,Enchanted Rock Red Ale,3.5
504763681,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fredericksburg Brewing Company,4030,41968,Hauptstrasse Helles,3.25
504749988,ChrisBallenger,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fredericksburg Brewing Company,4030,38150,Not So Dumb Blonde Ale,2.5
504748462,ChrisBallenger,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fredericksburg Brewing Company,4030,49909,Carta Verde,3
504538130,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2293296,Enigmatic Taxa,3.5
504484309,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Jester King Brewery,18641,2267172,La Vie En Rose (Batch 6),3.75
499913192,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1582861,Dialed In (w/ Chardonnay & Gewurztraminer Juice),4
499825790,ChrisBallenger,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lone Star Lodge & Marina,6718364,388924,Grace and Grit™,4
499275866,ChrisBallenger,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lake Ray Roberts Marina,3153225,1963052,Houston Haze,2.75
495257896,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1127175,Double Dry Hopped Summer Street,3.75
488227251,ChrisBallenger,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1980283,Twenty Four,3.5
487481172,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,363457,Atrial Rubicite,4.5
486873055,ChrisBallenger,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,What’s On Tap Keller,5615958,2159005,Parker County Peach,3.75
486866947,ChrisBallenger,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,1898546,Deconstructed Bomb! Chili Peppers,4.25
486858929,ChrisBallenger,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,What’s On Tap Keller,5615958,1863926,Deconstructed Bomb! Vanilla,4.5
486832529,ChrisBallenger,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,388924,Grace and Grit™,4
486829256,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,What’s On Tap Keller,5615958,1863933,Deconstructed Bomb! Cacao Nibs,3.5
486812262,ChrisBallenger,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,What’s On Tap Keller,5615958,1863919,Deconstructed Bomb! Coffee,4
484411672,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Beer Company,556774,279051,Public Ale ESB,3
484410569,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Beer Company,556774,1554479,Texas Helles,3
484404475,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Beer Company,556774,1957464,Silly Gose,3.5
484369840,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Community Beer Company,556774,343884,Witbier,3
484303724,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deep Ellum Brewing Company,113377,671988,Neato Bandito,2.75
484266631,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deep Ellum Brewing Company,113377,2109795,Cherry Play Date,3.25
484220431,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1081712,GRITz,2.75
480873563,ChrisBallenger,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Jester King Brewery,18641,2180317,Cherry Funk Metal,4
480830341,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jester King Brewery,18641,1765319,SPON - Méthode Gueuze (2016),3.75
480814602,ChrisBallenger,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Jester King Brewery,18641,363457,Atrial Rubicite,4.5
477145709,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Motherlode Saloon,548163,11594,Wildflower Wheat,3
477131151,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Motherlode Saloon,548163,109767,Black IPA,3.75
477120568,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1848453,Birthday Bomb! (2016),5
477119978,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5532,Santa Fe Nut Brown,3
476835775,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1167676,Montmaretto,4
476529324,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1490463,Stickee Monkee (2016),4
476267319,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red River,556898,1606946,Wavell Gunn,4
468839519,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,630877,Amorous,3.75
461458135,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1440417,Marina,4
458466253,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BrewHound,6271349,1544576,Grapefruit Haze Dankosaurus,3.25
458445479,ChrisBallenger,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BrewHound,6271349,916080,Alemannia,4
458439694,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1544602,Poblano Paradise Dankosaurus,3.25
457643737,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1844848,Aicha,4.25
457610651,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1646558,TUPPS Day Off,3
457609704,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2042589,Oaked Mosaic IPA (2017),3.5
457609142,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1110595,La Bonté (with Pear),3.5
452487243,ChrisBallenger,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Whitestone Golf Club,1281385,545336,Oblivion,4.25
451713260,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LSA Burger Co.,1160539,285993,Weekend Warrior,3
450082485,ChrisBallenger,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,mcpherson ranch park,2922625,177447,Quakertown Stout™,3.75
449065652,ChrisBallenger,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Audacity Brew House,2208148,855038,Boss Raptor,3.5
449062224,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Audacity Brew House,2208148,1458926,Spring Break,3
449052309,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Audacity Brew House,2208148,1305910,Cherry Bomb,3.5
449041406,ChrisBallenger,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Audacity Brew House,2208148,899115,Black Widow Imperial Chocolate Stout,3.5
449028096,ChrisBallenger,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Audacity Brew House,2208148,1555576,Summer Nights,3.5
449022080,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Audacity Brew House,2208148,953801,Sunset,2.75
448977757,ChrisBallenger,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,QuikTrip,2877879,1323056,Café Verdad (Coffee/Cinnamon Tart),4.25
448958534,ChrisBallenger,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Slw Law Office,1977555,1804444,Dream Folk,3.75
448894405,ChrisBallenger,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LSA Burger Co.,1160539,1078219,Easy Peasy,3.25
448676157,ChrisBallenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1502788,Bourbon Barrel Bug Rye'd (Blend 1),4
